ID	name	logFC	AveExpr	t	P.Value	adj.P.Val	B
TG.18.2_35.1.	TG.18.2_35.1.	-0.0721063444861019	-1.53704605765147	-0.150278432170114	0.881809313831828	0.932461545957938	-6.79173977846622
TG.16.0_36.5.	TG.16.0_36.5.	0.0459602863856194	-0.659415646460324	0.139822337569573	0.889975060773882	0.936208948566137	-6.79329958384089
Cer.d18.0.24.1.	Cer.d18.0.24.1.	-0.0292486461698463	-0.390050399444505	-0.1398206139482	0.889976407896204	0.936208948566137	-6.7932998317119
TG.18.0_34.3.	TG.18.0_34.3.	-0.0369573777028847	-0.86592833864635	-0.136191079802184	0.892813868526815	0.936760665164146	-6.79381502189043
PC.ae.C40.4	PC.ae.C40.4	0.0241542085492308	1.75193606682026	0.12145694888099	0.904347169435943	0.946409828479476	-6.79576749363695
PC.aa.C42.2	PC.aa.C42.2	-0.0238802009767714	-0.233822119075749	-0.100619657324827	0.920693902304387	0.958563060239786	-6.79814792194057
HexCer.d16.1.22.0.	HexCer.d16.1.22.0.	-0.0209480878041308	-1.83782241194283	-0.0922320767189324	0.927284408303447	0.962151489339291	-6.79898012408156
TrpBetaine	TrpBetaine	-0.0539237016682812	-0.380401664861123	-0.0901872682005766	0.928891931683118	0.962151489339291	-6.79917203976031
Cer.d18.1.26.1.	Cer.d18.1.26.1.	-0.0147331657609767	-1.00007361399285	-0.0827638061863523	0.934730420488668	0.964916444652478	-6.79983262968343
TG.18.2_32.2.	TG.18.2_32.2.	-0.027414764018132	-0.853479968434874	-0.0787321605831953	0.937902862387203	0.964916444652478	-6.80016764452991
TG.18.1_36.5.	TG.18.1_36.5.	-0.0199851635344438	-0.725101898239503	-0.0777081153738825	0.938708837513769	0.964916444652478	-6.80025007640999
TG.18.0_32.1.	TG.18.0_32.1.	-0.025719249474448	-0.116414813112726	-0.0703093985100719	0.944533931372491	0.968446182799643	-6.80081359543899
TG.18.2_36.1.	TG.18.2_36.1.	-0.0184791013043937	0.734200681411049	-0.0563448544477569	0.955536712962998	0.97479186083127	-6.80172374341685
HexCer.d18.1.24.1.	HexCer.d18.1.24.1.	0.0104278159078897	2.88774168834213	0.0532863004135493	0.957947855349732	0.974796184463923	-6.80189630138211
PC.aa.C40.2	PC.aa.C40.2	0.0120369332732373	0.51953856501105	0.0480166553295794	0.962103008876063	0.9751227822254	-6.80217102522944
TG.18.2_36.4.	TG.18.2_36.4.	-0.0145085419046994	-0.00377079010191665	-0.0467724611634895	0.96308422935842	0.9751227822254	-6.802231719196
TG.16.0_34.2.	TG.16.0_34.2.	0.0145222636124385	2.34066846077119	0.0437127871087886	0.965497458501828	0.975128355843492	-6.80237419970918
lysoPC.a.C16.1	lysoPC.a.C16.1	-0.00822050083120662	1.11196674172648	-0.0290334766390242	0.977079602138902	0.984371240960834	-6.80292378015254
CE.16.1.	CE.16.1.	0.0049921023275239	1.77167398320311	0.0233226614303249	0.981587033489427	0.986458433159349	-6.80307766407015
TG.16.0_34.1.	TG.16.0_34.1.	0.005850426432775	2.92671173322873	0.0190411563428964	0.984966757850222	0.987404794379555	-6.80317101604434
Cer.d18.1.24.1.	Cer.d18.1.24.1.	-0.00212818631090705	2.45431440813849	-0.0113496690899009	0.991038923972412	0.991038923972412	-6.80329132240765
