name	logFC	AveExpr	t	P.Value	adj.P.Val	B
CLU	CLU	-0.628835773059915	11.5055827282811	-2.56721528949087	0.0146264820567143	0.0286222183837101	-3.85623181136637
LACTB	LACTB	-0.571731474371816	9.65519939197124	-2.5618501585261	0.0148176796798637	0.0289626125523763	-3.86803237431769
SEC63	SEC63	0.564330579799075	8.88816450711379	2.53457424065772	0.0159667985557189	0.0310280726563101	-3.90832302403642
CYP27A1	CYP27A1	-0.68862918508157	9.86764787475943	-2.54482204382102	0.0155792398681845	0.0304157485333509	-3.90996799670658
NAA10;NAA11	NAA10;NAA11	0.549572660043799	9.56316438610148	2.54349819853002	0.0157772998384293	0.0307309587340171	-3.91721197223489
YWHAE	YWHAE	-0.24617333105974	12.3776907739488	-2.53705765150305	0.0157313791806343	0.0306771029550348	-3.92234331584103
ELOC	ELOC	0.340565098423216	9.8997164240341	2.52171555440188	0.0167800896488758	0.0324209096898302	-3.92480530841369
RAB1B;NA	RAB1B;NA	0.230027584299632	12.7810169519182	2.53208157734215	0.015920880993932	0.0309746919916708	-3.93320019880411
TMEM33	TMEM33	0.353531352586691	9.85443013174757	2.52372669740693	0.016243767985537	0.0315298109222157	-3.95139590615451
OSGEP	OSGEP	0.410877475861065	9.00511818827949	2.52596056721823	0.0164509135375993	0.0318950159695487	-3.95518721648435
ENO1	ENO1	0.354990678578796	13.5076484667165	2.51647449488649	0.016528892017985	0.0320092384062248	-3.96715639700848
RAB5C	RAB5C	-0.187397908540333	11.7675632018913	-2.51197421100187	0.0167081194408132	0.0323190467063656	-3.97692060307065
PGRMC2	PGRMC2	0.385166842774208	10.6946408946038	2.51485223733931	0.0168911331309021	0.0325979454330858	-3.97881163692755
AEBP1	AEBP1	-0.90544893859146	9.1992653722319	-2.50961206474638	0.0169481341119297	0.032670398592342	-3.98631378253196
UBR4	UBR4	0.511261837594446	9.60594866354408	2.50464827501409	0.0170036887007044	0.0327399006060582	-3.99278961545065
HLA-DRB1	HLA-DRB1	-0.529869554621703	11.6257584875671	-2.49807329307562	0.0172730248517691	0.0332203994571826	-4.00700448422724
PPP5C	PPP5C	0.303083897474808	9.13813878566608	2.49826649685723	0.0174121703763546	0.033449695722997	-4.01061564955729
KPNB1	KPNB1	0.341422822553303	9.53069980346914	2.49664839765633	0.017479290363226	0.0335019731961832	-4.01409757776881
TOR1AIP1	TOR1AIP1	0.328610847539039	10.3638813198316	2.49348310252402	0.0174633625202538	0.0335019731961832	-4.0169128634015
DSTN	DSTN	-0.495490543169657	12.0294640458281	-2.47651009239318	0.018183933351592	0.0348127982865713	-4.05344006044961
SCP2	SCP2	-0.387639508617003	11.0296796082155	-2.47390786437191	0.0182967773437632	0.0349889398179709	-4.05902478953429
RPIA	RPIA	-0.617525221730359	12.7995148735801	-2.47095681041277	0.0184255210277913	0.0351950509734489	-4.06535315590161
TSG101	TSG101	0.348392248675918	8.81928814003587	2.45099987506193	0.0198132421588159	0.0375467647682301	-4.06593184515729
CARMIL1	CARMIL1	-0.476750805097184	9.05294608302432	-2.46797001910824	0.0185566649157306	0.0353742472664334	-4.07175275265966
RAB21	RAB21	-0.20293777992025	10.5662288525233	-2.46786089964074	0.0185614722106777	0.0353742472664334	-4.07198645253371
PUF60	PUF60	0.53360277824472	10.6989582050263	2.46636598299784	0.0186274457521575	0.0354597294987216	-4.07518736580539
ARL3	ARL3	0.33684990498754	9.69407411930221	2.46092731100809	0.0188692731372644	0.0358793993176296	-4.08682111891531
ARHGDIA	ARHGDIA	-0.231278304882807	12.6572080269913	-2.4596232478678	0.0189276813865068	0.0359497477917928	-4.0896079239998
ANXA1	ANXA1	-0.471904813637481	12.9166037175563	-2.45757202742896	0.019019887962565	0.0360840586318042	-4.09398930889078
CUL4A	CUL4A	0.469693487780011	8.3374467727647	2.43853288243059	0.0200525927394531	0.0379147558666011	-4.11565694543344
ARFGEF1	ARFGEF1	0.49610538844736	10.5924229105381	2.43708774637275	0.0199634077954634	0.0377886828507138	-4.1376016605903
EIF4G2	EIF4G2	0.461497066835891	9.50166316516736	2.43438854195925	0.0202486801910527	0.0381994764503118	-4.14687960213845
ARPC1A	ARPC1A	-0.319336555179925	9.49283874075822	-2.43223979542877	0.0201928528003074	0.0381370077072173	-4.14788538050333
HCLS1	HCLS1	0.748898483337166	9.65706527613145	2.40640390059583	0.0217917770731447	0.0407897365728093	-4.15658338782705
ATP6V1H	ATP6V1H	-0.503596971336503	9.29468738531654	-2.41969227633196	0.0207978848412134	0.0391915248579094	-4.17443414557754
AARS1	AARS1	0.503589822013446	10.2131980609268	2.41254038885686	0.0211500696903423	0.0398105011323821	-4.18952269744396
ST13;NA;NA	ST13;NA;NA	-0.258236298314038	11.0837276152741	-2.40865246173739	0.0213437896875179	0.0401015539374987	-4.19771178037937
MPRIP	MPRIP	-0.395616723674559	9.27764017979173	-2.40847909451908	0.0213524652889362	0.0401015539374987	-4.19807672112459
TKT	TKT	0.296809461962738	13.0994346625311	2.40423168394048	0.0215660156629583	0.0404573634615721	-4.20701171313781
SPR	SPR	0.443229832963652	9.50399667789507	2.40738807139504	0.0217420104867903	0.0407420040260278	-4.20720408844613
FBP1	FBP1	-0.746666750380568	11.5040041679204	-2.39523682607396	0.0220246685091875	0.0411797532593828	-4.22589625755175
CRK	CRK	-0.449281267268034	9.15787341935344	-2.3866041100314	0.0226390384625083	0.042281363268689	-4.24718784878828
UFD1	UFD1	0.38859619844704	9.97930617721535	2.37265663871451	0.0235622023751063	0.0437137434119376	-4.25693930243419
FGG	FGG	-0.686777947398205	11.999583449784	-2.37937493533533	0.0228550762064364	0.042637414389563	-4.25907395750663
TPI1	TPI1	0.349082026748645	12.0060817713376	2.37526469660054	0.0230748337768553	0.0429996070048169	-4.26764525478837
HDGFL2	HDGFL2	0.467670497771451	9.75229900524855	2.33484544536605	0.0258972733088521	0.0473413510318449	-4.27047372332303
EMC1	EMC1	0.350430725946026	9.11453652443095	2.37367604895206	0.0231602835812726	0.0431109934955174	-4.27095527754157
MYO1E	MYO1E	0.492515625834082	9.23408567453076	2.37172687310662	0.023265516661537	0.0432589174692366	-4.27501429132261
SDHA	SDHA	0.302057794433427	10.2984483206571	2.36916359614439	0.0234045628392665	0.0434693152733721	-4.28034845443403
AKR1B1	AKR1B1	-0.658962019816387	10.8076436155177	-2.35229617836266	0.0246924508331288	0.0455589285151905	-4.2867969172012
RAB11B;RAB11A	RAB11B;RAB11A	0.361074090538867	11.3557597691432	2.36136541758009	0.0238322142440357	0.0441658804809447	-4.29655073155252
LSS	LSS	-0.794941976726832	8.605514356285	-2.34974668493266	0.0250318621147982	0.0460838777310813	-4.30754785005147
C1QB	C1QB	-0.52822457138922	10.5227935672298	-2.34550679820891	0.0250801177605089	0.0461219328626632	-4.31284397935009
IQGAP2	IQGAP2	-0.517160609651055	10.0614342526528	-2.35172978048325	0.0243703849002823	0.0451134247492546	-4.31651716033407
PSMC3	PSMC3	0.338923508038219	9.85501747809238	2.35082631384785	0.0244214043099427	0.0451580813176143	-4.31838623157357
EMC2	EMC2	0.246769032630173	9.39063888241678	2.34947698838599	0.024497781373753	0.0452494773669211	-4.3211767128185
STX4	STX4	-0.332451271214754	9.24528952158494	-2.34579163004647	0.02488025910436	0.0458550549245011	-4.33193341928055
SCFD1	SCFD1	0.31124047228815	9.65123943213298	2.33883996766885	0.0251074726840228	0.0461219328626632	-4.34313380881977
CAP1	CAP1	-0.274920658226611	12.0108190064351	-2.33095699696087	0.0255681067558918	0.0469167773149096	-4.35935904188047
PDLIM1	PDLIM1	-0.362135273155085	10.608261302404	-2.32937981217428	0.0256611780460538	0.0470361549555943	-4.36260049724598
PACSIN2	PACSIN2	-0.267017752431036	10.4870737693654	-2.3264560117757	0.025834522960284	0.0473022508727555	-4.36860529192183
RAB2A	RAB2A	0.258900210356792	11.1107747514406	2.32515039482678	0.0259122701597769	0.0473413510318449	-4.37128493717799
CAPNS1	CAPNS1	-0.347127011867894	10.5312011885704	-2.32584816862172	0.0260468214195625	0.0475354490907016	-4.37266874012262
UBA6	UBA6	0.243756668826105	9.38495207081347	2.31993191952818	0.0262251315430921	0.0478088988717173	-4.38198431601952
TSNAX	TSNAX	0.228061618005453	9.83011369571037	2.31587027727008	0.0264709886219083	0.0482047612756876	-4.39029964985429
API5	API5	0.244511448690371	9.88851043102909	2.31113100833283	0.0267604862631632	0.0486791510680943	-4.39998874880095
AP2A2	AP2A2	-0.310797949314178	10.1300767245651	-2.31041455420082	0.0268044979346782	0.0487064415934251	-4.4014522190236
CAPN2	CAPN2	-0.394383874658942	11.1639119469377	-2.30839444768516	0.026928943861849	0.0488796721557237	-4.40557680720912
RHOA	RHOA	-0.284105902751323	10.9915885136184	-2.29953612949842	0.0274808098986179	0.0498275160040814	-4.42363206323312
CBX5	CBX5	0.434841753238961	9.15187387749065	2.29538308924011	0.0277430261681792	0.0502486957242425	-4.43207927289324
FDXR	FDXR	0.720463358419932	8.46496817303164	2.29730152172043	0.0279946173318537	0.0506497440734724	-4.4335315652491
PNPLA6	PNPLA6	-0.564873697323458	8.74946885405457	-2.27751480042002	0.0290812485695343	0.0522777476961972	-4.43642494264101
EIF2B1	EIF2B1	0.313498703407573	8.89465199797564	2.29559902303267	0.0281029181222558	0.0507909575105139	-4.43697198150771
ATG7	ATG7	-0.326873618310922	8.45959475896617	-2.28694554416146	0.0286592453800244	0.0516851482202589	-4.45443036187
SELENBP1	SELENBP1	-0.781328909286351	11.7458973745934	-2.28171082150151	0.0286222342298202	0.0516739045934065	-4.45980865529148
ACTN4	ACTN4	-0.321838400210481	11.5236543399196	-2.27876210362461	0.0288151030850871	0.0519104700427695	-4.46577300811421
OXCT1	OXCT1	-0.411835817184562	9.2094797100679	-2.27482608974468	0.0290743662488449	0.0522777476961972	-4.4737254423384
CSNK2A1;CSNK2A3	CSNK2A1;CSNK2A3	0.280151285538373	9.68501230878089	2.27062661817032	0.0293532893018652	0.0527103451741514	-4.48219891728266
RO60	RO60	0.291180160651281	10.1022982818367	2.26751981748707	0.0295611806923486	0.0530269469898006	-4.48846016821879
XRCC5	XRCC5	0.17381782171681	11.265970064199	2.25642822842347	0.0303141846565875	0.0543196542565746	-4.51076137759702
RPL13A;NA	RPL13A;NA	0.340183338904311	11.7693988975244	2.25331812877587	0.0305283902149227	0.0546451675595471	-4.51700003377551
GDI1	GDI1	-0.282656927980979	10.703975924949	-2.25250987930521	0.0305842791578329	0.0546869059701825	-4.51862027761926
SAE1	SAE1	0.306925525188735	9.17876605971903	2.25336671333016	0.0307132423818727	0.054859078679962	-4.51928004417191
ATP5PD	ATP5PD	0.541705203060733	11.1714218378081	2.25201952876986	0.030806661359117	0.0549648164332472	-4.52197269348802
FERMT3	FERMT3	-0.329216375560584	10.5850947271219	-2.24885842703265	0.0308379136867891	0.0549648164332472	-4.52593468799753
MPI	MPI	0.461405950043584	9.1644148208211	2.24888280861221	0.0310251609841407	0.0552399207766407	-4.52823750785488
MAGT1	MAGT1	0.371469591891156	10.2107410365398	2.23571652943356	0.031957524746909	0.056599877689937	-4.53035163357411
GUSB	GUSB	0.690023844231643	9.9485848520434	2.24457316572136	0.0311379732971016	0.0553399742185851	-4.53450739663992
HLA-B	HLA-B	-0.47627172438855	11.2541161559905	-2.24444090838311	0.0311472755429201	0.0553399742185851	-4.53477178418171
C17orf49	C17orf49	0.392839268667913	9.16332514853931	2.23311992480847	0.0323476254024204	0.0571701716322777	-4.53705648413194
CCT3	CCT3	0.192480890729758	10.8864306527947	2.23885307618466	0.0315425710152292	0.0559830620872831	-4.54593141761506
CMPK1	CMPK1	0.432270548230004	10.0076428040702	2.23819382281688	0.0315895026676237	0.0560071541488281	-4.54724665843933
PRMT5	PRMT5	0.314983044592884	9.38911122404923	2.23255256412143	0.031993658471323	0.0566041649877254	-4.55848934881011
RPL27	RPL27	0.312613169198046	11.4559744378893	2.2266905069804	0.032418522375191	0.0572352250977347	-4.57014950305322
HLA-DRB3	HLA-DRB3	-0.718018866619838	10.9262605144329	-2.22740458586558	0.0325589644465049	0.0574227954891615	-4.57115916362846
PEBP1	PEBP1	-0.462910644707756	12.0941248475235	-2.22355965367154	0.0326474952443495	0.0574836693068492	-4.57636760680448
MGST1	MGST1	0.48014480236038	11.3058764826501	2.22336261314732	0.0326619538527303	0.0574836693068492	-4.57675872353804
LPP	LPP	-0.409793585236674	10.3658766420652	-2.22235748194936	0.032735798229939	0.0575533039037357	-4.57875345862613
FGB	FGB	-0.699253133768318	12.2764929408342	-2.22006055261806	0.0329051073820847	0.0577904553289961	-4.5833092851926
TAGLN2	TAGLN2	0.330822745440877	11.922434707326	2.21945576878668	0.032949816442806	0.0578085076358112	-4.58450824888956
EIF2AK2	EIF2AK2	0.243470593997225	9.5572006345394	2.21240121052304	0.03347534779686	0.0586692160239332	-4.59847548377818
PSMA5	PSMA5	0.236253563623325	10.7461076503096	2.21007138049912	0.0336505441255244	0.0589147691207043	-4.60308091641382
TFAM	TFAM	0.269918599827617	10.0040058506264	2.20197418619329	0.0342658039480011	0.0599294633632228	-4.61905832051361
CSNK2A2	CSNK2A2	0.30186294648238	9.80328424851947	2.19820103051286	0.0345559128614622	0.0603739622210146	-4.62648836482876
STXBP2	STXBP2	-0.35888121349392	9.78172368750839	-2.19648678809485	0.0346884380258176	0.0605425025419416	-4.62986083810864
GLB1;GLB1L	GLB1;GLB1L	0.656288845985063	9.25381792576905	2.19586888080947	0.0349338810772609	0.0609075662811226	-4.63313417225707
VWA5A	VWA5A	-0.749166930678431	9.18950220199019	-2.19376261564653	0.0350978705085989	0.061130004755122	-4.63726304179752
SCAMP2	SCAMP2	0.453384201636355	9.686390385048	2.16476659423908	0.0378694141966792	0.0652130732679225	-4.63992641813979
PITPNA	PITPNA	-0.333141072669994	9.33977437969628	-2.18928555842038	0.0354487251320618	0.0616227179188221	-4.6460294240373
ATP1B1	ATP1B1	0.339051636709609	11.1820484353133	2.18669459474507	0.0354541664738428	0.0616227179188221	-4.64908701024005
IQGAP1	IQGAP1	-0.203316978617737	11.9506765752479	-2.18617113911167	0.0354955197787005	0.0616307939073817	-4.65011293625685
ACOT1;ACOT2	ACOT1;ACOT2	-0.765157152720237	9.14512711499802	-2.18291069458507	0.0357540640008297	0.0620155717535052	-4.65649891200024
TYMP	TYMP	0.438260349599519	10.4300040018706	2.18047063592038	0.0359486480311122	0.0622887306958075	-4.66127332077399
TTN	TTN	0.318501736446862	10.2533100657181	2.17381303504206	0.0364843590659974	0.0631517926513502	-4.67427942190803
TUBA1B;NA	TUBA1B;NA	0.240788946654993	13.1430581651928	2.17051272179036	0.036752542365499	0.0635504826278814	-4.68071558343783
ACTB;POTEF	ACTB;POTEF	-0.20223577593827	15.1414972888941	-2.16996589306427	0.0367971463109025	0.0635621488230508	-4.68178127045454
PICALM;SNAP91	PICALM;SNAP91	-0.229275059370774	9.972147923153	-2.16909002775209	0.0368686894061353	0.0635879057899156	-4.68348777347348
PSMA2	PSMA2	0.290259546840074	10.3955048250776	2.16885629257477	0.0368878024058236	0.0635879057899156	-4.68394308543669
TOMM40	TOMM40	0.365914118758354	9.29147169453048	2.14109711513478	0.0394274073188259	0.0674692456432809	-4.71531225969652
STT3B	STT3B	0.378586604564981	10.5995598068432	2.1518133664257	0.0383053585223173	0.0658962059005847	-4.71704129562071
TIMP3	TIMP3	-0.685086823802916	11.3379428426146	-2.13523473552321	0.04015720419085	0.0685202701589808	-4.71760089412281
RANBP1	RANBP1	0.281749433080229	9.89350422892482	2.14789010020908	0.0386384376946176	0.0664011636532885	-4.72463215658742
TMEM109	TMEM109	-0.271157487135067	12.1392180114176	-2.14876563849345	0.0387688825041791	0.0665567367484401	-4.72475391317116
AK2	AK2	0.383273546915008	10.7490723508404	2.14590148261421	0.0388082461445639	0.0665567367484401	-4.72847573912452
CNP	CNP	0.278282162665157	10.0534047538671	2.14542108085421	0.0388493667453009	0.0665592722095512	-4.72940384563849
LLGL2	LLGL2	-0.400326133616163	9.01873060007796	-2.14071049121903	0.0394608691016688	0.0674692456432809	-4.73982769167277
AHCY	AHCY	0.238396442561038	10.8940870410762	2.13733996017709	0.0395468876711681	0.0675475324515679	-4.74499213942729
STIP1	STIP1	0.238977890447856	11.4502563862392	2.12388713370458	0.0407326669186487	0.069431622087727	-4.77084185971097
DTX3L	DTX3L	0.527283847536658	8.7230738512712	2.09801969737884	0.0435396120624079	0.0736591580208606	-4.77825683529078
MYO1G	MYO1G	0.726746755765639	9.23183958630279	2.11746298442552	0.0413099181547758	0.0703441709755259	-4.78314148448575
RAB27A	RAB27A	0.304782296185175	9.96723971169485	2.10901052511358	0.0420804242335577	0.0715776517807656	-4.79928059418728
TNKS1BP1	TNKS1BP1	0.517735660817907	9.58207874377756	2.10858499817665	0.0421195473254297	0.0715776517807656	-4.80009177317237
PTPN1	PTPN1	-0.276137327699411	9.87698290249626	-2.10194455915558	0.042734241797542	0.0725488290981527	-4.81273395388126
UBA2	UBA2	0.476329812290158	9.21111116625082	2.10014420422329	0.0431146472714409	0.0731206997664134	-4.81773647030861
MTCH1	MTCH1	-0.341117463819197	10.2389960177398	-2.06528001980095	0.0467207234045429	0.0782094661976347	-4.82117610592119
AP1G1	AP1G1	0.467116917999938	9.20541438494931	2.09776338980955	0.0435637545650474	0.0736591580208606	-4.8234928943783
DDX39B	DDX39B	0.247838866172064	10.9294056909239	2.0938493683028	0.0434942858705397	0.0736591580208606	-4.82810384313463
EVL	EVL	-0.540359146837844	9.13156170615787	-2.0597552757163	0.047523217905776	0.0793945103122368	-4.83304070018966
PLXNB2	PLXNB2	-0.401433983601487	8.94312134671197	-2.07874285347806	0.0456315981327171	0.076615453264832	-4.83867196267024
F11R	F11R	-0.392032768675158	10.5120874985475	-2.08668720512982	0.0441766294664492	0.0746202825695857	-4.84166378802166
ATG3	ATG3	0.326660868836079	8.88803446465325	2.08358481059974	0.0446899434451832	0.0754114724064951	-4.84903042454953
EIF3J	EIF3J	0.293398469304455	9.91348386950238	2.08246301964662	0.0450265234892553	0.0758270139804008	-4.85271553875068
RAB4A	RAB4A	0.281297476415157	9.13432767311619	2.07917238156467	0.044902681012455	0.0756943789356545	-4.85585249772342
ITSN2	ITSN2	-0.320547397625699	9.38480005823235	-2.06501463374903	0.0465166085735798	0.0779454948054295	-4.86104547090549
HTATIP2	HTATIP2	0.330685871360522	9.49216770074174	2.07434248858824	0.0453748454628361	0.0763370396113245	-4.8649507139379
FBLN5	FBLN5	-0.91045010757416	10.6962661369033	-2.04089629190645	0.0492210444212149	0.0815011179321694	-4.86641251126323
CAPZB	CAPZB	-0.230124266694741	11.654433778829	-2.07173967922143	0.045631097645499	0.076615453264832	-4.86984685140957
STAT5B	STAT5B	-0.306250657979405	8.55935480816188	-2.06833723479129	0.0461850372452803	0.0774672103245011	-4.87767568623344
RASA1	RASA1	0.439103481050455	8.11315165316394	2.06163437679966	0.0470873025664237	0.0787446025986309	-4.89163391446343
SCAMP1	SCAMP1	0.236051948938018	9.31254446998746	2.05455866846103	0.0475737215543744	0.0793998792145075	-4.90342051755019
ERP29	ERP29	0.413137125526571	11.2656936995519	2.05121434746485	0.0476967776302923	0.0795262061978757	-4.90828827694877
CD14	CD14	-0.527377056159569	9.21313666954548	-2.05149579104483	0.0483673733701108	0.0804844597506601	-4.91004861228438
TMOD3	TMOD3	-0.290043765290651	11.0006746023198	-2.04836201271976	0.0479902304883256	0.0799361081248994	-4.91360657953033
NCF2	NCF2	-0.680748554610016	9.02437400640983	-2.04036085068132	0.0488218598382486	0.0811602996717024	-4.92849402747875
ATP6V1A	ATP6V1A	-0.309214980778515	10.9604061686736	-2.03926469129008	0.0489367699837094	0.0811977201736182	-4.93053003575742
FN3K	FN3K	0.356518598825435	8.98669898468791	2.03922351006592	0.0489410916114959	0.0811977201736182	-4.9306065090352
F13A1	F13A1	-0.470173845286379	11.3715867900074	-2.0371171329339	0.0491625842932718	0.0814846782116519	-4.93451641547883
GPX4	GPX4	0.335260365942723	10.2573111004118	2.03177625685634	0.0499503145227633	0.0826271705258322	-4.94561976576472
VBP1	VBP1	0.293106114559706	9.41309368844909	2.01692865348476	0.0517922919261105	0.0854216681178187	-4.95000029238988
VAMP8	VAMP8	0.429459926445029	9.82274261374917	2.00082831372326	0.0535848069790316	0.0880321828941234	-4.95037864849964
NCEH1	NCEH1	-0.599687685599658	10.0565933546626	-2.02848745723675	0.050079205007343	0.0827588437080009	-4.95050174287688
ACADM	ACADM	0.394676623724301	10.3319355859714	2.01642352282912	0.0513856225388335	0.0848342775247801	-4.97275867658423
OAS3	OAS3	0.731787026003595	9.03820641616008	2.01122495673419	0.0521826544964904	0.0859810371929415	-4.9835104990224
NFIC	NFIC	-0.340198194903156	9.80187518970012	-1.99067127166245	0.0545018711850078	0.0894512626780334	-4.9861986170887
SMC3	SMC3	0.238282038804867	9.7418333981364	2.00613494889211	0.0525231850683776	0.0864572820880452	-4.99165711367359
FARSB	FARSB	0.328071658857544	10.0074154734655	1.99712695474566	0.0535371188838817	0.0880321828941234	-5.00814029719239
ERGIC1	ERGIC1	0.356962431712715	9.83389401217862	1.99039171845554	0.0550319534807873	0.0900634823522751	-5.02409568402172
STK24	STK24	-0.265902994057749	9.47970450073431	-1.9880680069976	0.0545739315969898	0.0894820616712362	-5.0246571757809
SULT1A3;SULT1A3	SULT1A3;SULT1A3	-0.738611213535272	10.5111880143184	-1.9851831331267	0.0551361228784024	0.0901397763513511	-5.0305484233289
HNRNPUL2	HNRNPUL2	0.277015814104727	10.7181343987165	1.98408051252688	0.0550358147072271	0.0900634823522751	-5.0319084698786
VWA1	VWA1	-0.419993844047614	9.31926481661884	-1.98431191558529	0.0552373960028604	0.0902174979463061	-5.03257447340553
ALDH7A1	ALDH7A1	-0.297346867666516	10.2413512610361	-1.98062009340961	0.0554393951695501	0.0904594212727644	-5.03819185643207
CAPZA2	CAPZA2	-0.262975190146207	11.0082026262049	-1.97506357585957	0.0560928179556246	0.0914367391723239	-5.0482629810202
CLTC	CLTC	0.155753977684416	11.7175797981514	1.97242576064703	0.0564053474150704	0.0918570109698383	-5.05303607217159
PRXL2A	PRXL2A	0.333137726029221	9.28987385991668	1.97193207903921	0.0569379703632187	0.0925448714809721	-5.05544244394747
TRIP10	TRIP10	0.362281685102504	9.19610056356613	1.96995549939382	0.056929683586335	0.0925448714809721	-5.0585327543228
UBE3A	UBE3A	0.316182926079255	7.95821498037691	1.96541530803965	0.0579789270916755	0.0941456659448	-5.0686681907778
STAG2	STAG2	0.275418585829787	8.40850010520148	1.95453830630275	0.0587969747419955	0.0953817590259039	-5.08624198415246
GDI2	GDI2	0.174376174752169	11.9506503764139	1.94988152646109	0.0591385879919067	0.0958433293807059	-5.09362087434428
AGO2	AGO2	0.357217236830401	8.66591812147346	1.94493158757719	0.059987170748799	0.0971248405855676	-5.10342019469158
XPO7;RANBP17	XPO7;RANBP17	0.242504873211429	8.96714793372392	1.94443898067796	0.0600487590347856	0.0971308925042438	-5.10429922344568
SCEL	SCEL	-0.789778077593049	9.20831456017079	-1.89873653459869	0.0665272788403921	0.106685101406894	-5.10772325788339
FSCN1	FSCN1	-0.31585121334918	10.7568792704593	-1.9305623018527	0.0615712977830017	0.0994977949736862	-5.1281011718878
PDCD10	PDCD10	-0.294720031176077	9.62523871919149	-1.91716767544192	0.0633082555301752	0.102206308687658	-5.1518446154406
SET;SETSIP	SET;SETSIP	0.311305084952203	10.925646540021	1.90393225341785	0.0653038754328666	0.104949361173573	-5.15200721529019
DERA	DERA	-0.199424501503993	9.59623147483243	-1.90693278458628	0.0646637746592409	0.10429440696721	-5.16989679570233
SRSF10;SRSF12	SRSF10;SRSF12	0.31663582764217	9.74294699045691	1.90693642896331	0.0649009634771272	0.104576504489536	-5.1706205098229
HACD3	HACD3	0.253639453699769	10.5540763129404	1.90232215898938	0.0652825236797466	0.104949361173573	-5.17800333315605
UQCRC1	UQCRC1	0.280438864365893	9.67061246609361	1.90204498475699	0.065319882326613	0.104949361173573	-5.17849016093193
PGM2	PGM2	-0.234941719108182	10.3031548867724	-1.90102032162536	0.0654581501222669	0.105070969460121	-5.18028937477999
PSMA4	PSMA4	0.199817354920047	10.9360925563455	1.87242899712659	0.0699160235295666	0.11137476613486	-5.1860071452685
IPO7	IPO7	0.344927149117687	9.79096062703615	1.8956276055864	0.0666821487677982	0.106831419638486	-5.1912554164042
RAB13;RAB15	RAB13;RAB15	0.27709912287127	9.9975217741992	1.8890633020108	0.0670903118335743	0.107382872801307	-5.20122646264864
LACTB2	LACTB2	0.295749004274812	9.20867359197151	1.88682429579857	0.0673997936095319	0.107775479495623	-5.20513506296159
DIAPH2	DIAPH2	-0.435678916021244	10.0582709145264	-1.83777724771976	0.0752718666503864	0.118668041414083	-5.20665898364736
CCT6A	CCT6A	0.158396781461098	10.890777802433	1.88318965121017	0.0679047923182354	0.108479682495069	-5.21147195758197
PAK2	PAK2	0.195440477370358	9.88199470937159	1.87633439967993	0.0688660971007497	0.109910814669352	-5.22339672867539
AFDN	AFDN	-0.304491438755681	9.80342576566222	-1.87147435918199	0.0695546573857657	0.110904339744255	-5.23182927661071
CCT7	CCT7	0.18819844938961	10.937530794553	1.8648923223036	0.0704965760399469	0.112193129072105	-5.24322108140227
CPNE3;CPNE4;CPNE7;CPNE6	CPNE3;CPNE4;CPNE7;CPNE6	-0.224483209372313	11.0586471750472	-1.86340225880803	0.0707113188074323	0.112428318444772	-5.24579543190226
SLC3A2	SLC3A2	0.410073016036536	9.99146665332492	1.85876023279139	0.0718837417668963	0.114054398127543	-5.25506996737224
TRIM25	TRIM25	0.183077736100278	9.96828872493293	1.85691709465699	0.0716524640892071	0.113816922616631	-5.25698005332215
SARS1	SARS1	0.24012421007394	10.3511869771547	1.85496513686333	0.0719378246676996	0.114054398127543	-5.26034022674011
LYPLAL1	LYPLAL1	0.298946943864179	8.91306597883602	1.83716087925355	0.0750897272505147	0.118492154185728	-5.26754939089017
EFHD2	EFHD2	0.26498338993877	10.5245832282838	1.84643031782841	0.0731969721542584	0.115941241742453	-5.27499827391664
PFKFB2;PFKFB4	PFKFB2;PFKFB4	0.320699939089767	8.9513789811655	1.84672308777433	0.0733972506928132	0.116064117013999	-5.27510693497535
AGPS	AGPS	0.360063175988872	9.29760893354537	1.84497997325391	0.073412800636609	0.116064117013999	-5.27748362892181
ACTN1	ACTN1	-0.281387650166	12.365822962768	-1.84309106561733	0.0736947059612144	0.116400198785399	-5.28071810925589
CAPG	CAPG	-0.364567102624944	11.9046352086839	-1.82035153616494	0.0771614441374338	0.121532893721155	-5.31944171736807
TXN	TXN	0.363870816639629	11.7962922484693	1.79660299166653	0.0811770209521661	0.12761818181525	-5.32482863096126
GLYR1	GLYR1	0.392266739698512	9.08691815623022	1.79050698340855	0.0824327321419309	0.128988403789657	-5.3248509355514
ARAP1	ARAP1	-0.409237119569562	8.48086069247614	-1.79500444085203	0.0816992925896297	0.128295726854783	-5.33997098967832
KIF13B	KIF13B	0.53845008827896	8.783576426751	1.80377160635135	0.0800231334566599	0.125922062861979	-5.34790994894102
PPCS	PPCS	0.22242651098369	9.44737753223039	1.78614196270097	0.0828861436496292	0.129456590872305	-5.35267423858063
HLA-C	HLA-C	-0.36416474744661	10.7464147861044	-1.79119686258374	0.081808025638728	0.128295726854783	-5.3685070389409
HADHB	HADHB	-0.174212467119562	11.4288602465431	-1.7910180542166	0.0818372385118955	0.128295726854783	-5.36880593021284
TXNRD1	TXNRD1	0.484650228081838	10.2977695067938	1.78879928100414	0.0822004658248046	0.12874494600732	-5.37251270561314
NDUFA12	NDUFA12	0.337615815990789	9.74996453316476	1.78822353788836	0.082543650196331	0.129041702681229	-5.37384064116861
